172,신김치 or 묵은지
173,감말랭이
174,곰슬이 콩나물
175,생강 엄지손가락정도 크기
176,간장 장아찌 무
177,스폰지케익믹스
178,마 작은
179,한우꾸릿살
180,소시지바
181,녹차식빵
182,계량용저울
183,링귀니면
184,블루베리(냉동)
185,사골곰탕
186,깐 메추리알
187,황태 머리
188,김밥용
189,참깨드레싱
190,땅콩분태(or견과류)
191,찐 고구마 작은사이즈
192,쑥 가루
193,야채육수
194,아라비아따토마토소스
195,고수잎
196,칠 게
197,맛이 다른 슬라이스 치즈 각각
198,초밥
199,절인수박채
200,식초무
201,알타리 줄기
202,구운 마카다미아
203,육수용 팩
204,쓴맛 제거된 깐 도라지
205,XO소스
206,어성초 된장
207,피망(빨강 노랑 각각)
208,만능매운양념장
209,초코파이
210,참치 기름 쪽 빼서
211,홍합살
212,울외장아찌
213,강력분
214,알레스카연어캔
215,기름이 적당한 돼지고기
216,그라뉴당
217,볼어묵
218,들깨가루(감자탕용)
219,쌀(밥공기기준)
220,건크랜베리
221,치킨가루
222,우삽겹
223,아이스크림스쿱
224,손질이 끝난 굴비
225,대봉홍시
226,얼갈이 큰 것
227,콩나물 우린 물or맹물
228,오이 3분의
229,햄 작은 캔
230,맛살(선택)
231,다시 육수
232,송송썬 미나리
233,노란색소
234,치킨스톡물(물만넣어도되요)
235,물 250기준
236,소양지(차돌박이대체가능)
237,가자미
238,채썬 모과
239,찰현미
240,떡볶기떡
241,공기밥
242,생강술이나 미림
243,보라빛로즈
244,민물 장어
245,메로뽈살
246,두꺼운스테이크용소고기
247,개두릅장아찌
248,드라이한와인
249,자숙우렁살
250,유자 소주
251,냉동 바나나
252,하이라이스 분말
253,디포리육수팩
254,자투리채소(양파 껍질째
255,유기농우유
256,깡통햄 작은거 한개 (큰거
257,샌드해서
258,돈까스용고기(등심or안심)
259,임연수어(670g)
260,청양고추가루
261,올리브 잎
262,통마눌
263,체다 고다 모짜렐라치즈
264,주방용솔
265,참 크래커
266,각각
267,후르츠칵테일
268,보크라이스
269,시판 순대
270,오이 5cm
271,미림(cooking white liquor)
272,옥수수알
273,얼린 수박
274,피쉬소스(선택)
275,빼빼로 과자
276,감태
277,뚜껑
278,원두가루
279,쪽파큰단
280,배춧닢
281,​묶은 김치
282,sugar
283,우려낸홍차
284,시판 도토리묵
285,장아지원액
286,시리얼
287,복어
288,쌈채소(루꼴라등)
289,잘게잘린 모짜렐라 치즈 손으로 두번 집어서 약
290,초콜렛
291,오리슬라이스
292,물이나 다시마물
293,베이킹용쌀가루
294,참지
295,초록색 식용색소
296,당근 꽃모양
297,전어
298,모차렐라치즈(스틱)
299,닭(북채)
300,영양부추(or 파)
301,표고버섯 또는 양송이
302,샐러드용 야채
303,생도라지
304,슈가파우더(생략가능)
305,돼지고기 안심 또는 등심 또는 목살
306,잘익은 갓김치
307,다진 팽이버섯
308,건다시마 작은크기
309,피클(혹은 케이퍼)
310,수성심 도가니수육
311,청주나 맛술
312,바닐라 엑스트랙
313,크로와상
314,루꼴라 또는 어린잎 채소
315,천연색소 노랑
316,실파 자른것
317,대나무 꼬치
318,쥬키니호박 1개
319,랩
320,메추리알(삶은 거)
321,말린 박나물
322,신김치 국그릇
323,수육용돼지고기
324,소꼬리육수 또는 사골육수
325,가지 크고 굵은 것
326,컵 크기로 얇게 자른 카스테라
327,우엉대 25cm가량
328,어묵 넓적한거
329,생강 각각
330,대파 4cm내지5cm로짜른것
331,찐 굴비
332,허브 소금 후추
333,마늘 세
334,밥 자기
335,싱싱한 관자
336,밥 살살
337,방풍
338,짜투리야채들
339,떡꼬치
340,비트 중간크기
341,새싹보리싹
342,쌀뜬물 또는 물
343,피자도우
344,농어(반건조500g)
345,도미
346,훈제 연어 슬라이스 1팩=
347,코코넛오일(생략가능)
348,생강 삶을 물
349,흰채소군(양파/양배추)
350,국내산 육우 안심
351,블랙 커피
352,까놀라유
353,햇바삭김들기름
354,레몬케이크믹스
355,땅콩소스
356,견과류(취향껏)
357,염통꼬지
358,골 파
359,진미채(백진미)
360,사워크림
361,각종 전~
362,북어 대가리
363,곤드레 삶은거
364,양파볶음 잔반찬
365,파(흰 부분)
366,레몬즙(레몬주스)
367,흰후춧가루
368,건 포도
369,물(멸치다신물)
370,샐러리(선택)
371,청량초
372,은갈치 중간 크기
373,탄산수(사이다)
374,부침가루or찰밀가루
375,파초록색부분15cm길이
376,대구채
377,MCT코코넛오일
378,다시마&멸치
379,빼빼로(생략가능)
380,건새우나 보리새우
381,초밥용 유부
382,토마토페이스트 소스
383,순대(400g)
384,​식빵
385,치자꼬들이단무지
386,물(육수)
387,양배추 (미카엘 사용 X)
388,로띠 커피향
389,실치
390,탄산수(or사이다)
391,멸치새우다시마팩
392,매콤장
393,메밀라면
394,보리나물
395,냉동광어
396,백설100+만능요리마늘생강기름
397,백향과
398,홍차 잎
399,콩
400,오만둥이(미더덕)
401,화이트초코펜
402,동원닭가슴살캔 1캔
403,치킨(또는
404,그 외 재료는
405,굵게썬 대파
406,마늘(편썬 것)
407,(오뚜기) 옛날 납작 당면
408,삶은홑잎나물
409,로메인(초록잎)
410,식초(살균)
411,쌀(찹쌀)
412,무 4토막
413,초코하임
414,시판탕수육
415,베이컨6줄
416,교자만두 (냉동)
417,흙애서
418,다시마 가루
419,법주
420,흙더덕
421,광어회
422,베이비채소(생략가능)
423,떡국떡 불린거
424,(건)능이버섯
425,토핑용 피칸
426,남은 물김치
427,만두(생략가능)
428,물 소주
429,미나리 또는 쑥갓
430,마사고(날치알)
431,대저토마토
432,초코아이스크림
433,둥근호배
434,만들어진 토마토소스
435,들깻순 데친것
436,조청 또는 올리고당
437,밀가루(전부칠때)
438,식소다
439,닭봉(350g)
440,약 16 * 11cm 그릇
441,우동사리(중화면이 더 좋아요)혹은 밥
442,당면 한줌(
443,황치즈분말 Yellow cheese powder
444,고추참치캔
445,소시지 바
446,배 큰것
447,백숙 약재
448,자르지 않은
449,육포
450,베이크 빈
451,소꼬리
452,소고기(슬라이스)
453,해바라기씨초코
454,준비재료: 양송이
455,홍진미채
456,김밥재료묶음
457,삼겹살(300g)
458,깍두기 다진것
459,퀴노아
460,팽이버섯 (생략가능)
461,바닐라아이스크림
462,다진 오이
463,초피 액젓
464,여분의 찬물
465,활 낙지
466,우동 사리 소포장
467,전복 작은걸로
468,연근 손질 후
469,반건조 가자미
470,한우 소고기 (부채살)
471,코팅 다크 초콜릿
472,샐러드 등 곁들임 재료
473,목살
474,청정원 스파게티면
475,야채볶음
476,치킨까스
477,미삼
478,속재료용 파인애플
479,수육용 통삼겹
480,말린연근
481,중화풍마파두부소스
482,느타리버섯(185g)
483,대패삼겹
484,닭가슴살 한덩이(
485,굵은 파
486,아구(말리기전 무게)
487,굵은고추가루
488,바나나(작은 것)
489,식혜떡볶이
490,고구마순 깐 것
491,수박 속 껍질
492,반건조 문어
493,당근 250g
494,고구마말랭이
495,다크커버춰 초콜렛
496,청각
497,오뚜기 스파게티소스 토마토
498,대구(큰것)
499,비름나물 한팩
500,건 가지
501,햄(아무거나)
502,오뚜기 케챂
503,양지국거리
504,상추(또는샐러드채소)
505,옥수수 콘
506,게맛살(짧은것)
507,청정원 멸치장국
508,포토씨유
509,초콜릿리큐르(또는럼주)
510,녹색파프리카
511,작은아구
512,생강 작은거
513,조림용 삼치
514,깐 밤
515,깨끗하게 씻은 냉이
516,스틱과자
517,쌀드물
518,캔 통조림 참치
519,플랙시드 가루(옵션)
520,홍게맛장 또는 액젓
521,잘숙성된김치
522,소주(고량주)
523,토마토스파게티소스
524,떡꼬치막대
525,빅비엔나소세지
526,소주 or
527,다듬은 유채
528,식은 밥
529,삶은 계란 or 구운 계란
530,잔치국수
531,휘핑크림가루
532,참깨(땅콩가루)
533,산더덕
534,크루통
535,부침가루 또는 밀가루
536,프랑크소시지
537,﻿﻿차돌박이
538,물(풀쑤기용)
539,냉동 삼겹살 2줄
540,콩나물 300g
541,고소한 콩고물
542,블루베리 효소
543,피클스파이스
544,익은
545,건식찹쌀가루
546,야채들 있는거 적당히
547,단호박가루
548,슬라이스 체다 치즈
549,곰국
550,한우 사골국물
551,국물용멸지
552,원하는야채(양배추/애호박/양파/감자등등)
553,찹쌀가루 (약간 수북하게)
554,우스터소스 or간장
555,옥수수콘이들어간참치김밥
556,리코타
557,백년초가루
558,천연색소 그린
559,허브
560,크로와상(큰 것)
561,1
562,건 갈치
563,돔배기(상어고기)
564,사과(중간 크기)
565,소고기 육회
566,피마자나물
567,사골국물
568,돼지고기(카레용)
569,미국산 아롱사태
570,동태(머리와갈비)
571,깡통햄
572,김치 만두
573,공심채
574,찬
575,뉴슈가 당원
576,익은김치 종이컵
577,구운 김밥김
578,호두
579,사이드메뉴
580,녹말 가루
581,수제비 반죽
582,수육
583,소갈비탕용
584,카무트 밥
585,다짐육 돼지고기 등심
586,생강 반톨
587,한우 채끝
588,얼린망고
589,월계수입
590,빠다 코코넛 등 비스킷 또는 시리얼 부수어서
591,풀무원평양물 냉면육수
592,백설초코케익믹스
593,육수용 생수
594,날치알
595,전복 내장
596,크래미&맛살
597,갈치 큰 것
598,고구마 1개
599,신문지
600,다이제쿠키
601,참나물무침
602,물(라면)
603,고추장 또는 미소된장
604,소지지
605,생조기(부서)
606,마른 북어포
607,게맛살 긴거
608,현미유+들기름
609,발로나 무가당 코코아파우더
610,묵말랭이
611,마늘 플레이크
612,호가든맥주(소) 약
613,폰즈소스
614,맹물
615,우스타소스(삼인분기준)
616,매몰도방풍나물
617,갈은 흰밥
618,청양고추(고춧가루)
619,오뚜기하이라이스가루
620,발사믹크림
621,믹스샐러드
622,잉글리쉬머핀
623,고사리(불린것)
624,쇠고기 양지나 사태
625,두분
626,토마토 페이스트(헌터)
627,콩가루 초코분말
628,파(초록색 부분만)
629,​ 무
630,묵은지배추
631,생강 원하는
632,불고깃감
633,생 아구
634,다시마(작은조각)
635,쿠키커터
636,과립형중화풍소스
637,까르보 불닭 라면
638,매운 양념장
639,모짜렐라치즈 원하는
640,바지락 or 모시
641,장식재료
642,​반으로 자른 쪽파
643,야채(볶은것)
644,커피엑기스
645,돼지고기목살(or앞다리살)
646,일반쌀
647,로즈바나나
648,대구포나 명태포 큰 것
649,작은 소시지
650,손질한 가리비
651,레몬식초(레몬즙강추)
652,육회용 쇠고기(우둔or홍두깨살)
653,시판칼국수면
654,산마늘(명이나물)
655,두룹
656,건 파슬리가루
657,깡통옥수수
658,투명테이프
659,머스터드 소스
660,등심
661,생왕 만두피
662,껍질 벗긴 녹두
663,4~5cm 길이로 자른 달래
664,생강(마늘크기)
665,미림 (맛술)
666,더건강한자연재료그릴후랑크
667,굵은고춧가루
668,아보카도 1인당
669,다크 초코칩 또는 초코청크
670,생강(가루차)
671,티백
672,김치볶음밥(오므라이스/볶음밥)
673,납작 사각어묵
674,쌀떡 반봉(
675,바닐라향(혹은 에센스)
676,해바라기씨/아몬드/호박씨
677,소주 또는 맥주
678,불닭볶음면소스
679,비트잎
680,해찬들사과듬뿍비빔장
681,킹크랩 게맛살 큰 거
682,고사리(삶은것)
683,통그릴 오리스테이크
684,고구마 큰크기
685,티백식혜 티백
686,뒤포리육수(본문참조)
687,마이쮸
688,치킨 살
689,가나 초콜렛
690,주먹밥토핑
691,생홍합
692,쪽파(미나리) 한
693,수입냉동갈비
694,대구살
695,인삼
696,슈파파우더
697,초고추장 or 쌈장
698,누들 떡볶이 떡
699,건로즈마리
700,고구마무스
701,유부 초밥세트
702,맛살(네모난것)
703,시판개성감자만두
704,땅콩(혹은땅콩가루)
705,새송이)
706,잘 익은 김치(150g)
707,냉장고갖은야채들
708,전복 작은것
709,스팸 소
710,배1개
711,청경채
712,키위와 오렌지
713,메로목살
714,(생선) 조기
715,소고기삶은것
716,생강청
717,가쓰오쯔유(시중제품아무거나)
718,냉장고채소
719,브로코리
720,와사비분
721,할라피뇨
722,자투리해물
723,잘 익은 김장김치
724,생크림 생크림양의
725,휘퍼
726,쌀뜨물(생수)
727,삶은소라
728,가당 휘핑크림
729,고춧씨
730,볶은 쥐포 종이컵
731,통새우
732,옥수수 통조림 캔
733,쿠키반죽생지
734,풀무원 넓은 두부면 100g
735,묵은지 씻은 것
736,냉동 물만두
737,스팸 또는햄
738,밀가루 반컵~
739,고사리 나물
740,가쯔오부시
741,통조림골뱅이
742,슈가파우더
743,비지
744,목우촌 원칙을 지키는 비엔나
745,온수
746,배 음료
747,손질닭볶음탕용 닭
748,다진생강 또는 생강가루
749,연근 작은것
750,대파
751,대구 이리
752,다시마물(또는 그냥 물)
753,넛트 크런치
754,적당한 크기의 무
755,볶음용채소
756,가와지1호쌀
757,소고기 육수(조미료대체가능)
758,장조림 캔
759,각종 채소들
760,메주콩
761,식용우
762,왕교자
763,채썬 우엉
764,다진파(한줄기 이상)
765,시판알프레도파스타소스
766,빌소시지
767,육수(물)
768,샐러드야채
769,다진양파(중)
770,유기농 비정제설탕
771,오징어젓
772,다진생강
773,삶은고구마 2개
774,동원연어 핫스모크 오리지널 80g
775,먹기좋게자른 황태채
776,메밀 국수(
777,방풍 데친 것
778,팝콘치킨
779,꽈리
780,세우
781,만두피 (시판용)
782,배추 중간크기 3포기
783,유기농 비정제 설탕
784,끓인 물
785,사리면
786,쌀뜨물or물
787,달래초간장(간장)
788,피클랠리쉬
789,불린 쌀 또는 흰밥(1컵)
790,생태 중간거
791,토핑용 견과류
792,랍스터
793,​유부
794,삭힉깻잎
795,조미김(선택)
796,바닐라향 분말
797,국수장국
798,홍차 티백
799,돼지고기(삼겹살/목살/간돼지고기)
800,레몬(레몬즙 경우3T)
801,무 썰은 거
802,파 다진 것
803,우드스틱
804,양념에 잰 소고기불고기
805,피홍합
806,육수(또는 물)
807,통삽겹살
808,수삼(생략했어요)
809,동원참치김치찌개
810,한우양지
811,페퍼로치노
812,자숙꼬막(통조림사용무관)
813,물(1200ml)
814,밀크코팅 초콜릿
815,레지아노치즈(생략가능)
816,당근자른것
817,비엔나 소시지 먹을
818,다시마육수 팩
819,후랑크소세지(줄줄이비엔나)
820,에스프레소(또는 커피믹스로 대용)
821,쌀
822,빈병
823,월계잎
824,다진 대추
825,붉은 파프리카
826,흙애서 현미&약콩
827,쓰리라차소스
828,알 밤
829,찹쌀누룽지(향수과바)
830,굴 소스
831,사조 자연산 골뱅이
832,올리브 기름
833,쑥가루
834,무우 작은거
835,시판용유부초밥세트
836,삼겹살2줄
837,얼음 중간 짜리
838,내장 뺀 고등어 한
839,죽순 통조림
840,말린망둥어
841,작은크기 동태
842,오천년의신비천일염
843,부추나 파
844,치츠
845,모닝빵or식빵
846,슬라이 햄
847,배춧잎
848,건 고추잎
849,쥬키니
850,게맛살(긴것)
851,썬 파
852,열빙어
853,콜라병
854,스노우크랩킹(게맛살)
855,토마토 스파게티소스
856,수박껍질 흰부분 수박
857,돔(생선)
858,비스켓(없어도ㅇㅋ)
859,육우(등심)
860,​ 케일
861,생강 저민것
862,샐러드채소
863,우유 계란의
864,메밀국수
865,통 식빵(약10cm크기)
866,무새싹
867,맛살긴거
868,죠리퐁
869,말린사과
870,초간장(양조간장+식초+물)
871,왕 각얼음
872,절인 오이
873,베이킹파우더 B.P
874,청주(소주컵)
875,육회
876,손질한 아귀
877,베이컨(스팸/리챔 작은거 1통)
878,잘 말린 코다리
879,레디시
880,볶음용 잔멸치
881,손질된 멸치
882,버섯류(선택)
883,또는 탄산음료(코카콜라/사이다)
884,거름망
885,가쓰오부시 굴소스
886,오일(포도씨유 등)
887,제노와즈
888,등뼈
889,손질 아욱 200g
890,냉동 모둠채소
891,사과과육만
892,유부피
893,반죽용 소금
894,찐 단호박 B
895,설탕시럽/꿀
896,[겨자솟
897,습식빵가루
898,참외장아찌 반쪽
899,​찐 찰옥수수
900,화이트 초콜릿/또는 화이트 초코칩
901,김치찌개용참기
902,핫케익 가루
903,생수 또는 다시육수
904,조미 도시락 김 4g 두봉지...
905,가와지1호 쌀
906,달걀말이
907,메밀건면
908,베이킹파우더‭
909,맛술또는 미향
910,마시멜로우
911,양송이 작은거
912,나초
913,초록피망채썬것
914,얼린 청포도
915,시판 곰탕
916,당근(다진것)
917,생과일
918,텃밭노각
919,콩나물 삶은국물
920,굴소스
921,젖은 멥쌀가루
922,대파 한뼘 사이즈
923,체다치즈 잘게자른것
924,머쉬멜로
925,수육용고기
926,닭발 5천원
927,삶아깐꼬막
928,스위트피클
929,치자물
930,민트잎
931,백설돼지갈비양념
932,국거리용
933,곱창 김
934,큐민
935,가다랑어 포
936,통갈비
937,두부 반모 혹은
938,막장
939,계란물: 계란
940,생콩가루
941,두부 1 봉지
942,당근중
943,파스타 삼색 파르팔레
944,묵은지 작은거
945,꽃상추(또는 청상추)
946,코코아 가루 반절
947,옵션: 말린 대추
948,찹쌀 4컵
949,감자 전분(중국전분)
950,후추
951,톳(데친거)
952,아보카도 큰거
953,조리퐁
954,프레첼 과자
955,파(잘게썬것)
956,방아
957,찹쌀 풀
958,묵은지 김치 작은거
959,햄(깡통)
960,불린 젤라틴
961,꼬막캔
962,마카롱 도안
963,밀가루(부침가루)
964,​소세지
965,양배추와 적채 채썰어
966,표고버섯 물
967,돗나물
968,오징어(작은건4마리)
969,믹스 견과류
970,부추 썬 것
971,다진생강 (즙)
972,김칫국물
973,한돈 벌집 삼겹살
974,톳
975,스리라차
976,찌개용된장
977,훈제파푸리카가루
978,salt
979,차돌 또는 등심
980,꼬막 약
981,실온 생크림
982,오뎅 모둠 오뎅
983,크레미맛살
984,물2와
985,고춧가루or시치미
986,한방즙(생략가능)
987,옛날
988,바닐라시럽이나설탕
989,새송이
990,소고기 등심 스테이크용
991,냉동대패
992,빙수팥
993,명란젓 무침
994,매생이 블럭
995,유기농 박력 분
996,쪽파 큰단
997,위생백
998,물 3 컵
999,호밀
1000,달랑 무
1001,쇠고기 부채살
1002,파슬리 (생략 가능)
1003,맛술(or 청주)
1004,꼬막 캔
1005,백태
1006,습식 쌀가루
1007,자반민어
1008,묵은지(큰것)
1009,미숫가루
1010,슬라이스 피클
1011,쑥
1012,소대창
1013,깐녹두
1014,밀기울
1015,데쳐 다진 브로콜린
1016,인스턴트 이스트
1017,라이스밸리
1018,토마토즙
1019,연어캔
1020,홍합 (1팩)
1021,샬롯
1022,만득이
1023,수박껍질
1024,달걀노른자물 (노른자 + 물 약간)
1025,생선 (조기)
1026,백설탕(코코넛설탕가능)
1027,쌀바게트
1028,분홍 색소
1029,옥수수콘 작은 것
1030,토란대(삶은것)
1031,녹두가루
1032,야관문
1033,절임 설탕
1034,돼지고기다짐육양념: 청주
1035,가다랑어포(가쓰오브시)
1036,장식용 청크초코
1037,참기름장
1038,버섯
1039,가오리
1040,조미 안된김
1041,화이트코팅초코렛
1042,시판용 핫초코
1043,돈채
1044,고등어 자반
1045,도토리묵(또는 메밀묵)
1046,황태(머리)
1047,배추김치(송송썬것)
1048,다진 적양배추
1049,계란(소)
1050,냄비 지름
1051,감자 종이컵 만한거
1052,고춧잎
1053,민어살
1054,스팸(큰거)
1055,오미자 술
1056,국탕용어묵
1057,소고기(불고기용) 1근
1058,해산물(바지락/건홍합)
1059,백종원만능간장
1060,고추잎 삶아서
1061,단호박 작은사이즈
1062,튀밥
1063,스파이시 소시지
1064,찹쌀조청
1065,다진샐러리(작은것3개)
1066,다진 할라페뇨
1067,올리고당 티스푼
1068,흰자(M)
1069,복분자주
1070,냉수나 얼음물
1071,토마토소스
1072,꽃송이버섯
1073,올리브유(튀김용)
1074,데친 소곱창
1075,스프
1076,백숙용 황기 티백
1077,탈리아텔레
1078,시판 스파게티소스
1079,김치(국물까지)
1080,굵은 소금(딸기 세척용)
1081,피조개
1082,당근약간
1083,monkfruit sweetener/erythritol
1084,가재 새우
1085,삼백초
1086,1차 추가물
1087,비엔나 햄
1088,홍어 애
1089,새싹채소(선택)
1090,파 작은뿌리
1091,저염 스팸
1092,볶음 콩가루
1093,데침용 물
1094,감자 큰걸로
1095,양상치
1096,빵 굽는
1097,진미채 또는 북어채
1098,전복(大)
1099,유리병 (2L)
1100,식용색소(레진가능)
1101,빨강
1102,오징어 다이스
1103,정향 cloves
1104,편 생강
1105,햄류
1106,양파 onion
1107,꼬챙이
1108,냉면
1109,목삼겹
1110,무우작은것
1111,횟감용 참치(연어)
1112,알+곤이
1113,저염 베이컨
1114,소바 장국
1115,생강술(또는생강가루)
1116,참기름 청주
1117,홍삼
1118,통통한통삼겹~오겹♡
1119,김치만두소
1120,묵은지 밥그릇
1121,시판 감자수제비
1122,백설찹쌀 호떡믹스
1123,전분(녹말)
1124,칼라마리 (또는 오징어)
1125,갈비(구이용)
1126,중력분 또는 박력분
1127,고추냉이 마요소스
1128,만두(작은사이즈)
1129,땅두릅
1130,또띠아 10인치
1131,양념 간장
1132,얇게 썬 돼지목살
1133,회
1134,매생이
1135,꼬들빼기
1136,멸지 다시 육수
1137,블루베리 큰술
1138,잘게 썬 당근(고명)
1139,소고기(소불고기용)
1140,콩(생콩 또는 불린콩)
1141,오이지무침
1142,소세지(베이컨)
1143,양배추 피클 사우어크라우트
1144,콘 샐러드
1145,물 3컵+
1146,치커리(선택)
1147,봄동 큰사이즈
1148,짜장 가루
1149,시판 카스텔라
1150,야생 미나리
1151,관자 약
1152,민트 혹은 로즈마리
1153,장아찌원액
1154,물 옥수수가
1155,아라비따소스(고추장)
1156,한우 양지
1157,뼈 닭발 1kg
1158,자숙죽순
1159,볶음용 춘장
1160,굴소스 or 치킨스톡
1161,고구마앙금
1162,물파래
1163,시판또띠아
1164,사골육수or물
1165,스테이크 시즈닝
1166,목우촌 주부9단 프랑크소시지
1167,설탕 약간
1168,육공방 스노우 부어스트
1169,모둠채소
1170,완두콩캔
1171,김치(반쪽짜리)
1172,식초 취향껏
1173,돼지고기(안심살)
1174,딩근
1175,복숭아아이스티
1176,딸기 가루
1177,그외다양한야채
1178,호박 썬것
1179,대파 or 부추
1180,가당생크림
1181,베샤멜소스
1182,마른홍새우가루
1183,손질한 동태
1184,라푸라푸 450g
1185,황태멸치 육수
1186,미나리 작은거
1187,건 대추
1188,영계500g
1189,오징어(몸통만 사용)
1190,북어채 크게
1191,볶은 콩가루(미숫가루)
1192,쌀뜻 물
1193,토핑용그래놀라
1194,남은전
1195,손질한 홍합
1196,딸기(소주잔크기 만한거)
1197,조선 호박
1198,쌀뜨물
1199,시판 곰탕국물
1200,냉동 칵테일 새우
1201,바나나(껍질 제외)
1202,닭고기 살코기 찢은 것
1203,우유 두부용기에
1204,다진잣
1205,페페로니 소세지
1206,알 새우
1207,작은크기의 양파
1208,피클
1209,알
1210,쿠앤크아이스크림
1211,블루베리쨈
1212,양파 (여자 주먹만한거)
1213,돼지고기 다짐
1214,큰 배추잎
1215,누들떡볶이
1216,동전쥐포
1217,월계수잎(생략가능)
1218,중화 면 이나 칼국수 면
1219,홀스래디쉬소스
1220,차가운 생수
1221,청주 or 맛술
1222,브로콜리니
1223,자연산돔
1224,고구마 중
1225,굴소스(Oyster Sauce)
1226,찌는물양
1227,미니타르트지
1228,소고기(샤브샤브용/차돌박이)
1229,덩어리 곤약
1230,청정원 망고드레싱
1231,물(or다시물)
1232,마른 고춧잎
1233,막창
1234,저염 명란
1235,다진고기 넣고싶을
1236,슈가파우더 (크림치즈용)
1237,꼬치용꽂이
1238,찹쌀가루(시판용)
1239,다싯물
1240,부추(한줌)
1241,찹쌀가루(또는 전분가루)
1242,당근 다져서
1243,원칙을 지키는 비엔나
1244,핫케이크시럽
1245,음용수(면 삶기)
1246,송송 썬 파
1247,백 진미채
1248,에어프라이어로
1249,햄 양파의
1250,브랏 비엔나햄
1251,건표고(생락가능)
1252,소고기(저는 등심 사용)
1253,시판 짜장가루
1254,식물성오일(향이 강하지 않은 오일은 다 괜찮아요)
1255,물 (쌀 높이에서
1256,육수 다시 포
1257,말린미역 작은
1258,청매실
1259,다시물or물
